0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.451480934394063661e+04 4.567721836002628697e+04 3.900398679905013705e+04 3.386459635046179756e+04 2.981164262053733546e+04 2.654520437197544015e+04 2.386248656714873505e+04 2.162330002650355527e+04 1.972819269643557709e+04 1.810503436000612783e+04 1.670023274963876611e+04 1.547330629242374926e+04 1.439312893350657578e+04 1.343533789426669864e+04 1.258065011130487619e+04 1.181362034631079587e+04 1.112172870544970283e+04 1.049471306230722075e+04 9.924090545272683812e+03 9.402790799113527100e+03 8.924873701199405332e+03 8.485311655712841457e+03 8.079815949824554991e+03 7.704708632260992999e+03 7.356820486613447429e+03 7.033405450902272605e+03 6.732072836141617699e+03 6.450731691689778927e+03 6.187545165032942350e+03 5.940892378749100317e+03 5.709337950795101278e+03 5.491606625521824753e+03 5.286561546680502943e+03 5.093185966473568442e+03 4.910567611671529448e+03 4.737885389096456493e+03 4.574398573718684020e+03 4.419437264304563541e+03 4.272394023553736588e+03 4.132716664977835535e+03 3.999902324957762175e+03 3.873492115031744106e+03 3.753066425932405309e+03 3.638240822389240293e+03 3.528662442949113029e+03 3.424006747438299499e+03 3.323974643443030800e+03 3.228290199798287176e+03 3.136698479549348576e+03 3.048963591241745235e+03 2.964866952986737942e+03 2.884205729161280942e+03 2.806791409401032070e+03 2.732448618051288122e+03 2.661014011228939125e+03 2.592335270497781494e+03 2.526270195682136546e+03 2.462685852803832404e+03 2.401457783032351472e+03 2.342469415704473704e+03 2.285611473946284150e+03 2.230781419529408140e+03 2.177882947561565288e+03 2.126825525866292537e+03 2.077523974506946161e+03 2.029898081415509523e+03 1.983872250573125484e+03 1.939375179569107331e+03 1.896339563711054097e+03 1.854701824169713518e+03 1.814401850097684473e+03 1.775382727586685405e+03 1.737590563860581597e+03 1.700974312310537698e+03 1.665485590575976175e+03 1.631078512266670032e+03 1.597709531197422621e+03 1.565337297064515951e+03 1.533922521596218758e+03 1.503427854302445894e+03 1.473817767031095400e+03 1.445058446612706803e+03 1.417117694944006189e+03 1.389964835916939819e+03 1.363570628597537052e+03 1.337907177846050899e+03 1.312947850197381058e+03 1.288667220601397503e+03 1.265041008661165961e+03 1.242046016596274967e+03 1.219660071150263548e+03 1.197861969153738073e+03 1.176631426480454365e+03 1.155949030181628359e+03 1.135796193518962355e+03 1.116155113690024109e+03 1.097008732106696925e+03 1.078340697031105947e+03 1.060135328407446423e+03 1.042377584739561598e+03
7.262077622355884523e+04 6.654613815064459050e+04 6.012457835266834445e+04 5.428279343072712072e+04 4.917885789028925501e+04 4.476583473585851607e+04 4.094805046569157275e+04 3.763119778105048317e+04 3.473326765072643320e+04 3.218622181877980620e+04 2.993398530680286058e+04 2.793098258451471702e+04 2.614009632274588512e+04 2.453082158468764101e+04 2.307804050740820458e+04 2.176095487137017335e+04 2.056220610714849681e+04 1.946717643253930873e+04 1.846351066009068381e+04 1.754071353046808872e+04 1.668981566322204890e+04 1.590310746830095013e+04 1.517391695226196680e+04 1.449644678148528146e+04 1.386564383588624696e+04 1.327708320708527390e+04 1.272687511218979489e+04 1.221158688095075195e+04 1.172817774216512043e+04 1.127394112015194332e+04 1.084646152391782198e+04 1.044357952112899875e+04 1.006335882319419579e+04 9.704058233466146703e+03 9.364107394471151565e+03 9.042085984744549933e+03 8.736706841234095918e+03 8.446800851820718890e+03 8.171303563275560919e+03 7.909243375876564642e+03 7.659732228303118063e+03 7.421956966233110506e+03 7.195171639538243653e+03 6.978690732498685975e+03 6.771883196345303077e+03 6.574167009757463347e+03 6.385004349700448984e+03 6.203897790945512497e+03 6.030386652849811981e+03 5.864043695266999748e+03 5.704472163527084376e+03 5.551303104552772311e+03 5.404192813158508216e+03 5.262820887977130951e+03 5.126888397909086052e+03 4.996116130207516107e+03 4.870243006665854409e+03 4.749024586349106357e+03 4.632231668720696689e+03 4.519649275307690004e+03 4.411075604258975545e+03 4.306321049193793442e+03 4.205207304177676633e+03 4.107566546129781273e+03 4.013240686958344213e+03 3.922080688555509823e+03 3.833945934599527845e+03 3.748703653741454218e+03 3.666228389332157349e+03 3.586401511368278079e+03 3.509110753475653837e+03 3.434249719378678037e+03 3.361717563247308590e+03 3.291418681425876002e+03 3.223262383356064220e+03 3.157162586448858747e+03 3.093037533250831984e+03 3.030809529029982514e+03 2.970404698084013489e+03 2.911752757233567536e+03 2.854786805105992244e+03 2.799443125942663755e+03 2.745661006783696848e+03 2.693382566980057618e+03 2.642552598968593884e+03 2.593118403327217948e+03 2.545029633317689331e+03 2.498238198577537332e+03 2.452698147911170963e+03 2.408365554905185036e+03 2.365198410711659562e+03 2.323156523483199180e+03 2.282201423988833085e+03 2.242296277029137400e+03 2.203405798140498973e+03 2.165496175216863321e+03 2.128534994804549569e+03 2.092491172714417644e+03 2.057334888659489479e+03 2.023037524654812159e+03
7.239119819863697921e+04 7.284471504060977895e+04 6.970642172053460672e+04 6.542673873572583398e+04 6.097236284946760134e+04 5.670837935406871111e+04 5.276159521358516940e+04 4.916141907417027687e+04 4.589798926810076227e+04 4.294457296675164980e+04 4.026977887793887203e+04 3.784318481665817671e+04 3.563666425395906845e+04 3.362509134392185661e+04 3.178640668363515579e+04 3.010130213773038486e+04 2.855280442065979150e+04 2.712614144327618123e+04 2.580847820268246141e+04 2.458863280126406244e+04 2.345682647531898692e+04 2.240446156418717146e+04 2.142398255793602220e+04 2.050873467621713280e+04 1.965283575384254800e+04 1.885106845737748881e+04 1.809879242859629449e+04 1.739186267388700799e+04 1.672656688485815539e+04 1.609957780065607585e+04 1.550790545653501249e+04 1.494885594733704420e+04 1.441999606686191873e+04 1.391912283777300217e+04 1.344423671028050558e+04 1.299351811273363273e+04 1.256530683099394264e+04 1.215808614770054010e+04 1.177046922587320478e+04 1.140118562971101892e+04 1.104906946244834580e+04 1.071304892265192575e+04 1.039213707988678289e+04 1.008542371321645260e+04 9.792068070751072810e+03 9.511292192587241516e+03 9.242374947081347273e+03 8.984647395445173970e+03 8.737487830047000898e+03 8.500317720806015132e+03 8.272598579591951420e+03 8.053828618163432111e+03 7.843539707479576464e+03 7.641294633801802775e+03 7.446684618403398417e+03 7.259327071695518498e+03 7.078863555877205727e+03 6.904957842049310784e+03 6.737294085740298215e+03 6.575575528426045821e+03 6.419523139432007156e+03 6.268874333173049308e+03 6.123381795633204092e+03 5.982812409393988673e+03 5.846946267702491241e+03 5.715575754607527415e+03 5.588504662775043471e+03 5.465547488212524513e+03 5.346528745354144121e+03 5.231282313210513166e+03 5.119650813889266828e+03 5.011484960416367358e+03 4.906643122651023987e+03 4.804990897867139211e+03 4.706400666192274002e+03 4.610751178038326543e+03 4.517927170994602420e+03 4.427819013764762531e+03 4.340322374953047074e+03 4.255337914706790798e+03 4.172770997402627472e+03 4.092531423726055891e+03 4.014533180648563757e+03 3.938694207927977914e+03 3.864936179719389656e+03 3.793184276562921241e+03 3.723366970111150295e+03 3.655415893430532378e+03 3.589265679793320487e+03 3.524853804757085527e+03 3.462120437966530062e+03 3.401008303858960062e+03 3.341462543507949704e+03 3.283430589353297364e+03 3.226862061549124519e+03 3.171708659746537251e+03 3.117924060217257193e+03 3.065463818928970340e+03 3.014285280174415675e+03 2.964347490396599824e+03
6.396790339094219235e+04 7.066119795024556515e+04 7.177290167970092443e+04 7.013864542257682479e+04 6.727494908629998099e+04 6.393962866895921616e+04 6.050614788520563889e+04 5.715459000878735969e+04 5.396542795103479875e+04 5.097275458659608557e+04 4.818493331493956066e+04 4.559804631496659567e+04 4.320204410619255214e+04 4.098339134300857404e+04 3.892784337722254713e+04 3.702162381138959609e+04 3.525177645979422232e+04 3.360627662504907494e+04 3.207414760204824415e+04 3.064545397413682804e+04 2.931122849901435256e+04 2.806338725537936989e+04 2.689460836275563997e+04 2.579827582498292759e+04 2.476844345603964030e+04 2.379975848893355214e+04 2.288739652790845867e+04 2.202700202456802072e+04 2.121463528615072937e+04 2.044671976673593235e+04 1.972000437758553744e+04 1.903153533003004486e+04 1.837862413033815756e+04 1.775881919797250521e+04 1.716988034679500561e+04 1.660975628126907395e+04 1.607656661859376072e+04 1.556858500376739175e+04 1.508422342827843386e+04 1.462201723487841446e+04 1.418061555551452329e+04 1.375877130445830153e+04 1.335533155052373513e+04 1.296922893336124798e+04 1.259947399297725133e+04 1.224514799526916067e+04 1.190539647995164160e+04 1.157942437240093386e+04 1.126649107864210418e+04 1.096590597893688209e+04 1.067702435622992925e+04 1.039924366773811562e+04 1.013199978610620565e+04 9.874764278022494182e+03 9.627041974693971497e+03 9.388368443307750567e+03 9.158307679327894220e+03 8.936449883172643240e+03 8.722409356800448222e+03 8.515823050755861914e+03 8.316349009505944196e+03 8.123664892148008221e+03 7.937466614889609446e+03 7.757467103803865939e+03 7.583395147588290456e+03 7.414994341079069272e+03 7.252022111331687483e+03 7.094248818861583459e+03 6.941456927374159932e+03 6.793440235995778494e+03 6.650003143990273202e+03 6.510959799904077045e+03 6.376133583342284510e+03 6.245356708137313944e+03 6.118469698370666265e+03 5.995320893141783017e+03 5.875765985963457751e+03 5.759667595999590048e+03 5.646894868614640473e+03 5.537323102931585709e+03 5.430833404299363792e+03 5.327312359755726902e+03 5.226651734747518276e+03 5.128748189508183714e+03 5.033503013423285665e+03 4.940821845352482342e+03 4.850614409097294811e+03 4.762794358958738485e+03 4.677279083201006870e+03 4.593989510746034284e+03 4.512849929558155054e+03 4.433787815907579898e+03 4.356733673771990652e+03 4.281620883790079461e+03 4.208385560924245510e+03 4.136966420240334628e+03 4.067304650442948969e+03 3.999343794584955504e+03 3.933029637481941336e+03 3.868310099409379291e+03
5.373364233739650081e+04 6.417021217510307906e+04 6.912282315409471630e+04 7.039161072269233409e+04 6.955832573635622975e+04 6.760371327724224830e+04 6.509023420031920978e+04 6.233829699524077296e+04 5.952835413513219828e+04 5.676193746715722227e+04 5.409113798930279154e+04 5.154285543848219822e+04 4.912924351944862428e+04 4.685300585966075596e+04 4.471185033555777045e+04 4.270074962842010427e+04 4.081307867816600628e+04 3.904116236899027717e+04 3.737722130018349708e+04 3.581373389295896777e+04 3.434355492077727831e+04 3.295997188867823570e+04 3.165670576941982290e+04 3.042793391903679367e+04 2.926828776481568275e+04 2.817282463992701742e+04 2.713700203087263799e+04 2.615664762857875758e+04 2.522792695826898489e+04 2.434729870203714381e+04 2.351150462892239375e+04 2.271755493617196043e+04 2.196270323108452067e+04 2.124442384107788894e+04 2.056039064533188139e+04 1.990845797010064052e+04 1.928664564196314313e+04 1.869312425551451452e+04 1.812619985970189373e+04 1.758430131678128964e+04 1.706597271335453843e+04 1.656986358904179360e+04 1.609471983310781616e+04 1.563937548613022045e+04 1.520274534390164263e+04 1.478381790504953096e+04 1.438164897510721494e+04 1.399535697677415737e+04 1.362411807972345923e+04 1.326716167556584696e+04 1.292376626064102493e+04 1.259325539796656994e+04 1.227499398257382018e+04 1.196838585483489624e+04 1.167287103535453571e+04 1.138792308486608817e+04 1.111304668850989583e+04 1.084777529841765499e+04 1.059166888308027592e+04 1.034431243464488762e+04 1.010531432292398677e+04 9.874304714553300073e+03 9.650934116906608324e+03 9.434872035550512010e+03 9.225805735153790010e+03 9.023439094701201611e+03 8.827491548882630013e+03 8.637697108252761609e+03 8.453803451452366062e+03 8.275571083418688431e+03 8.102772481261738903e+03 7.935191140737355454e+03 7.772621162879911935e+03 7.614866727556193837e+03 7.461741502223357202e+03 7.313068091029477728e+03 7.168677521290681398e+03 7.028408764443325708e+03 6.892108288819982590e+03 6.759629641830066248e+03 6.630833059331223922e+03 6.505585100166510529e+03 6.383758304023782330e+03 6.265230870912890168e+03 6.149886360446712388e+03 6.037613372119134510e+03 5.928305242255008125e+03 5.821859873436547787e+03 5.718179511295727025e+03 5.617170523948174377e+03 5.518743194478824989e+03 5.422811525595539024e+03 5.329293055642229774e+03 5.238108685342493118e+03 5.149182514324665135e+03 5.062441686776332062e+03 4.977816245851613530e+03 4.895238996180856702e+03 4.814645373963423481e+03 4.735973322488910526e+03
4.505837213851038541e+04 5.630602549824893504e+04 6.386208266605201061e+04 6.770912265690111963e+04 6.895602555423606827e+04 6.856595790774021589e+04 6.720168824901519110e+04 6.527901762626740674e+04 6.306001940137408383e+04 6.070649881812130479e+04 5.831826593392063660e+04 5.595746918895439012e+04 5.365973129732393136e+04 5.144498189651597932e+04 4.932418838512778893e+04 4.730232854141680582e+04 4.538016479387207801e+04 4.355605870109703392e+04 4.182697945388966036e+04 4.018905841979599791e+04 3.863791645946814970e+04 3.716877869055752672e+04 3.577686705284697382e+04 3.445756032411191700e+04 3.320643813797741313e+04 3.201930427308022627e+04 3.089220232232888156e+04 2.982140999370552527e+04 2.880343516835723858e+04 2.783502011990033498e+04 2.691313009276067169e+04 2.603493996670048728e+04 2.519782073510517148e+04 2.439932613452376609e+04 2.363717888778242559e+04 2.290925717157596227e+04 2.221357851538877367e+04 2.154829230561809527e+04 2.091167656649144919e+04 2.030212800259121286e+04 1.971815261967557672e+04 1.915835713679252149e+04 1.862144111948688442e+04 1.810618978561856056e+04 1.761146742349514170e+04 1.713621094263902705e+04 1.667942394863027948e+04 1.624017258536690497e+04 1.581758030483264338e+04 1.541082333197046682e+04 1.501912810003176673e+04 1.464176773974949356e+04 1.427805873024229004e+04 1.392735782562930399e+04 1.358905923230162625e+04 1.326259201391945135e+04 1.294741770287621875e+04 1.264302793384943652e+04 1.234894215908888145e+04 1.206470620037001390e+04 1.178989059724670733e+04 1.152408900471077322e+04 1.126691671149232388e+04 1.101800926865599286e+04 1.077702121914874624e+04 1.054362489707511122e+04 1.031750914966827440e+04 1.009837846039806755e+04 9.885952133317108746e+03 9.679963406659690008e+03 9.480158594135384192e+03 9.286296142898139806e+03 9.098146066937924843e+03 8.915489367662259610e+03 8.738117407571828153e+03 8.565831325331482731e+03 8.398441489322380221e+03 8.235766986779657600e+03 8.077635145862587706e+03 7.923881088229823035e+03 7.774347309892222256e+03 7.628883288300168715e+03 7.487345113802696687e+03 7.349595143749012095e+03 7.215501677348918747e+03 7.084938605887326048e+03 6.957785080506103441e+03 6.833925333830427917e+03 6.713248437877238757e+03 6.595648063455554620e+03 6.481022253446142713e+03 6.369273209047573800e+03 6.260307079572226939e+03 6.154033748240271962e+03 6.050366683256812394e+03 5.949222776907416119e+03 5.850522184281226146e+03 5.754188170822396387e+03 5.660146968153640955e+03 5.568327637672569836e+03
3.896203250443127035e+04 4.891620292113687901e+04 5.756374795853324031e+04 6.329739212907099864e+04 6.638184127283238922e+04 6.754167693563846115e+04 6.740260036902675347e+04 6.642832511200534645e+04 6.493235777364012029e+04 6.312336871459898975e+04 6.114186865658306488e+04 5.907962162684848590e+04 5.699707517483687843e+04 5.493445545318648510e+04 5.291721356125578313e+04 5.096023614410820301e+04 4.907247153775631887e+04 4.725886655914756557e+04 4.552155948970525787e+04 4.386057952272596594e+04 4.227464637943442358e+04 4.076170847000644426e+04 3.931921906713123462e+04 3.794433218194296933e+04 3.663402585829453892e+04 3.538511066388146719e+04 3.419439754991562222e+04 3.305880129280134861e+04 3.197536100064501443e+04 3.094125166988045021e+04 2.995378977305529406e+04 2.901043456695870555e+04 2.810878559171346933e+04 2.724657304994005244e+04 2.642165710792354366e+04 2.563202466116332653e+04 2.487578442069913217e+04 2.415116024052777357e+04 2.345648427708737654e+04 2.279019034966807158e+04 2.215080757487305891e+04 2.153695430190395928e+04 2.094733235765236168e+04 2.038072106259822249e+04 1.983596911823851406e+04 1.931199255904496385e+04 1.880777149567370725e+04 1.832234663872334204e+04 1.785481526071432017e+04 1.740432733189468854e+04 1.697008194737736994e+04 1.655132402491734683e+04 1.614734125135583963e+04 1.575746125726100945e+04 1.538104900157260636e+04 1.501750434917210623e+04 1.466625982506796754e+04 1.432677834098019412e+04 1.399855097066392591e+04 1.368109533245339298e+04 1.337395385827610517e+04 1.307669278801222936e+04 1.278890075296782015e+04 1.251018740552859890e+04 1.224018214587810326e+04 1.197853293789603049e+04 1.172490520722086694e+04 1.147898081499602085e+04 1.124045710137453170e+04 1.100904599339628840e+04 1.078447313435149954e+04 1.056647690539623727e+04 1.035480787420352863e+04 1.014922821887714963e+04 9.949511088381432273e+03 9.755440003174941012e+03 9.566808293484536989e+03 9.383418572578897511e+03 9.205082242601243706e+03 9.031619030705895057e+03 8.862856553413757865e+03 8.698629907071803245e+03 8.538781247003747922e+03 8.383159390761171380e+03 8.231619555592105826e+03 8.084022996389077889e+03 7.940236649857843986e+03 7.800132952613942507e+03 7.663589585289299066e+03 7.530489216831537306e+03 7.400719263230762408e+03 7.274171659748058119e+03 7.150742645798045487e+03 7.030332561855455424e+03 6.912845657310425850e+03 6.798189908574966466e+03 6.686276847094620280e+03 6.577021396542178991e+03 6.470341718630537798e+03 6.366159067042228344e+03
3.505366764893994696e+04 4.290651275446515501e+04 5.134679110025467526e+04 5.808971314714090840e+04 6.259034353899842245e+04 6.511845543016631564e+04 6.617052240201378299e+04 6.617367323607655999e+04 6.546230482534471957e+04 6.427672132002525177e+04 6.278406230440428772e+04 6.110205769395648531e+04 5.931353801599486906e+04 5.747496765014485572e+04 5.562540553541111149e+04 5.379207444126225892e+04 5.199351508648509480e+04 5.024125169064733200e+04 4.854240814091162611e+04 4.690133351549973304e+04 4.532036309610332682e+04 4.380037242117615824e+04 4.234110330634474667e+04 4.094150774341331271e+04 3.960007708435154927e+04 3.831499309610810451e+04 3.708424227442840493e+04 3.590569750233295781e+04 3.477717635784591403e+04 3.369644339916935860e+04 3.266125004100277511e+04 3.166941652282898576e+04 3.071884530894751515e+04 2.980752663537983608e+04 2.893354022298668133e+04 2.809505501331877531e+04 2.729033060908261905e+04 2.651771555304184949e+04 2.577564374066289020e+04 2.506262737576092695e+04 2.437725701579768793e+04 2.371819971188912314e+04 2.308419511523216352e+04 2.247405164435780171e+04 2.188664275059753345e+04 2.132090275391567047e+04 2.077582286865057540e+04 2.025044908541474797e+04 1.974387915028936550e+04 1.925525952622420300e+04 1.878378250873088837e+04 1.832868343332890072e+04 1.788923685715537067e+04 1.746475462447551035e+04 1.705458500858056868e+04 1.665811054388932098e+04 1.627474594743486705e+04 1.590393595933472898e+04 1.554515319503410319e+04 1.519789702240317820e+04 1.486169209068876262e+04 1.453608685075560606e+04 1.422065216964795582e+04 1.391498003363437965e+04 1.361868233414008137e+04 1.333138973113578140e+04 1.305275058900723343e+04 1.278242998010600058e+04 1.252010875144419697e+04 1.226548265029843060e+04 1.201826146305379552e+04 1.177816792967292531e+04 1.154493706973316876e+04 1.131831588127823488e+04 1.109806275091107818e+04 1.088394685133094390e+04 1.067574757508586299e+04 1.047325400215177615e+04 1.027626439911500529e+04 1.008458574788847181e+04 9.898033302037523754e+03 9.716430168922935991e+03 9.539606916013137379e+03 9.367401199809468380e+03 9.199657415570569356e+03 9.036226311456424810e+03 8.876964619872824187e+03 8.721734877543271068e+03 8.570405162872806613e+03 8.422848832074618258e+03 8.278944269788018573e+03 8.138574653283832959e+03 8.001627729429692408e+03 7.867995603820078941e+03 7.737574540970770613e+03 7.610264774889772525e+03 7.485970329721011694e+03 7.364598849730437905e+03 7.246061438076464583e+03 7.130272503867746309e+03
3.239330049792464342e+04 3.843834781913687766e+04 4.583796310829588765e+04 5.281042121778277215e+04 5.817690457703142602e+04 6.179951945448974584e+04 6.390504145767636510e+04 6.484693885776674142e+04 6.492854714471049374e+04 6.439750028057448071e+04 6.344018224782462494e+04 6.219230912935082597e+04 6.075197374543299520e+04 5.919112619040401478e+04 5.756209324421745987e+04 5.590177360488833801e+04 5.423665162059880095e+04 5.258585163878164894e+04 5.096299625444644334e+04 4.937728521057109901e+04 4.783443286307804374e+04 4.633810489813105232e+04 4.489049201371409436e+04 4.349268141713873047e+04 4.214493700340098439e+04 4.084688281125117646e+04 3.959763719819484686e+04 3.839602355404116679e+04 3.724067182490037521e+04 3.613008302999415901e+04 3.506267850604566775e+04 3.403683731367253495e+04 3.305092456058387324e+04 3.210330520595163034e+04 3.119233163037576378e+04 3.031639098857901263e+04 2.947392841703903832e+04 2.866345016708935509e+04 2.788352484384758645e+04 2.713278351899580957e+04 2.640991903389775689e+04 2.571368471465173570e+04 2.504289266408084586e+04 2.439641177557796254e+04 2.377316538011207740e+04 2.317212605038737820e+04 2.259231381730497742e+04 2.203279718929402952e+04 2.149269109778290294e+04 2.097115463929222460e+04 2.046738886009093767e+04 1.998063460388491512e+04 1.951017043431254206e+04 1.905531063963527049e+04 1.861540332456839678e+04 1.818982859135800391e+04 1.777799680966371307e+04 1.737934675447374684e+04 1.699334368436074874e+04 1.661947841041480206e+04 1.625726599842064024e+04 1.590624392309353971e+04 1.556597114577636967e+04 1.523602753876783208e+04 1.491601276787934330e+04 1.460554522120048932e+04 1.430426100004214095e+04 1.401181296870248298e+04 1.372786985975963944e+04 1.345211543172717393e+04 1.318424763390792941e+04 1.292397763442425094e+04 1.267102930446140454e+04 1.242513866864667398e+04 1.218605327823067273e+04 1.195353162160497413e+04 1.172734256981254657e+04 1.150726485460922595e+04 1.129308657683914862e+04 1.108460474307026197e+04 1.088162482860223463e+04 1.068396036510935664e+04 1.049143255133543244e+04 1.030386988535570708e+04 1.012110781220588251e+04 9.942988256434779032e+03 9.769359273705102169e+03 9.600074962796468753e+03 9.434995202168196556e+03 9.273985380295112918e+03 9.116916140474004351e+03 8.963663139221833262e+03 8.814106817459118247e+03 8.668132183920597527e+03 8.525628609671006416e+03 8.386489633050083285e+03 8.250612774785788133e+03 8.117899362540303628e+03 7.988254364338127743e+03 7.861586230386900752e+03
